success,trial_type,trial_index,time_elapsed,internal_node_id,ID,condition,StartTime,EndTime,task,view_history,rt,writing_txt,writing_duration_rt,pre_writing_pause,stimulus,response
NULL,html-keyboard-response,3,1325886,0.0-3.0,5398551,control,2025/8/8 11:37,2025/8/8 11:59,writing_block,NULL,NULL,"時代ははるか未来、AIが今より発展し、ロボットとして、人間と区別がつかないほど進化し、独自の意識を持つほどになっている。それほどまでに進化した彼らには、人間の人権のような権利が認められ、人間と共存していた。
しかしAIは万能ではない。人間が時におかしくなり犯罪を犯すように、AIもまたその回路に変調をきたすことがあり、そうなった場合彼らは罪を犯してしまう。人間以上に強靭な機械の体を持つ彼ら、その蛮行を止めるには、これまでの警察機構とは異なる、彼ら専用の強力な抑止となるものが必要になった。そうして設立されたのが、対AI警察機構カウンターAI、『CAI』である。この物語はCAIに所属することとなった新人AIロボットである『ジャック』の、戦いと葛藤についてのものである。
新人であるジャックが配属された部署には、ベテランである『ブラウン』という高性能AIを搭載した特別なロボットが所属していて、ジャックは彼に教えを乞うことになった。ジャックは先輩であるブラウンに連れられて、ロボットが引き起こす危険な犯罪現場に何度も足を踏み入れることになる。やすやすと危険な犯罪AIロボットたちを武力で破壊し制圧してしまうブラウンに対して、トラブルにうまく対処できないジャック。それは新人ゆえの経験不足からだけではなく、彼は他のCAI職員のように簡単に武力をふるって他者を制圧することに疑問を抱いているためだ。「どうしてみんなそんなに簡単に相手を破壊できるんですか？」たまらずジャックはブラウンに質問した。それに対しブラウンは「何を言っているんだ。犯罪を犯している危険なロボットはすぐに対処し破壊しなければ、ロボットだけでなく人間にも危害を及ぼす可能性があるんだ。破壊するのが当然なんだ。それがオレたちの任務だろう。ジャック、お前が何を悩んでいるのか、オレにはわからない。」どうやらほかのAIロボットたちは、こんなことを思い悩むこと自体あり得ないことのようだ。同じAIロボットのはずなのに、自分だけどうしてこんなに悩んでしまうんだろう。そういうわけでジャックは仕事の成績はあまり",1200002,2791,NULL,NULL
NULL,html-keyboard-response,4,1328334,0.0-4.0,5398551,control,2025/8/8 11:37,2025/8/8 11:59,debrief,NULL,2446,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,34,0.0-0.0,2752457,control,2025/8/8 11:39,2025/8/8 12:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,6013,0.0-1.0,2752457,control,2025/8/8 11:39,2025/8/8 12:00,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,51120,0.0-2.0,2752457,control,2025/8/8 11:39,2025/8/8 12:00,main_task_inst_tl,Array,45107,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,3,1251122,0.0-3.0,2752457,control,2025/8/8 11:39,2025/8/8 12:00,writing_block,NULL,NULL,ある日、日本のとある農村部に未知のウイルスが蔓延し始めた。そのウイルスに感染した者には、当初微熱が発症する。単なる風邪だろうとたかをくくっていると、その数日後に高熱・頭痛・悪寒・吐き気などの重症に発展していく。ついには吐血・目眩・意識混濁に陥り、最終的に絶命に至る。このウイルスの危機的猛威の前に、日本国内の名だたる医学者たちも全くなすすべがなかった。やがて新種のウイルスは、農村部を起点に日本国内のあらゆる地域へ感染範囲を広げていく。近隣の都市部でも感染者が現れると、自分も被害に遭うのではないかと恐れた者たちの間でパニックが広がり始める。事態を重く見た政府はウイルスの感染を食い止めるため、一人でも感染者が見つかった地域に近づかないようテレビやインターネットを通じて発信した。しかし、そんな政府の努力を嘲笑うかのようにウイルスの感染は止まる気配を見せない。多くの企業・学校・団体は一時的な閉鎖を余儀なくされ、日本社会は徐々に機能不全に陥っていく。そんな中、このウイルスに感染しても全く症状が出ない少年が現れる。彼には未知のウイルスに対する抗体があったのだ。少年の血液からウイルスのワクチンを生成できる可能性が浮上し、医学界はにわかに活気づく。ところが、ウイルスパニックで揺れる日本社会に突如降臨した謎の新興宗教団体が、少年を「悪魔の使い」だと名指しする。狂った信者たちは根も葉もない教祖の言葉を鵜呑みにし、あろうことか,1200001,5146,NULL,NULL
NULL,html-keyboard-response,4,1253714,0.0-4.0,2752457,control,2025/8/8 11:39,2025/8/8 12:00,debrief,NULL,2592,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,37,0.0-0.0,438363,control,2025/8/8 11:40,2025/8/8 12:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,4223,0.0-1.0,438363,control,2025/8/8 11:40,2025/8/8 12:00,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,68815,0.0-2.0,438363,control,2025/8/8 11:40,2025/8/8 12:00,main_task_inst_tl,Array,64591,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,3,1201562,0.0-3.0,438363,control,2025/8/8 11:40,2025/8/8 12:00,writing_block,NULL,NULL,僕は川沿いをランニングするのが日課だった。サッカー部に入っているのだが、部活を終えた後も、足腰を鍛え、持久力を付けるために、一度家に帰った後も、こうしてランニングに励むのだった。ある日、何時ものように川沿いを走っていると突然、空が真っ黒な雲に覆われ、雷の音が響いてきた。大きな雨粒がポツポツと降ってきて、僕の顔に当たる。「雷雨だ」と慌てて、近くの大きな樹の下に雨宿りをした。雨は激しくなるばかりだった。雨具を持っていないため、このままここに止まるしかない。暗くなり視界が悪くなっていく川の景色を眺めながら、ため息をついた。川の水かさはみるみる増していく。その時だった。「そこにいては危険ですよ」激しい雷鳴や雨音に交じって、誰かが僕に呼びかける声がした。声のする方向に顔を向けると、赤い傘を差した女子高校生風の女の子がいた。「大きな木の傍にいると、そこに雷が落ちてくるかもしれません。私の傘に入ってください。一緒に安全な場所に移動しましょう」と彼女が言う。女子高生と相合傘！？何だか僕は気恥ずかしくなったが、危ないと言われれば、お言葉に甘えるしかないだろう。「ではこの先のコンビニエンスストアまで送ってもらえませんか？そこでビニール傘でも買えるので」。彼女はこくんと頷いた。歩ている間はずっとドキドキしていた。ようやくコンビニまで到着し、中に入る。しかし突然の雨でビニール傘が飛ぶように売れたらしく、1本も傘は残っていなかった。仕方がないのでコンビニで雨宿りをさせてもらうことにした。送ってくれた彼女にアイスでもおごってあげようと思って振り向くと、姿が見えない。コンビニの外を見たが、既に立ち去った後だったようだ。そのまま店で雨が止むのを待った。翌日、川沿いに行ってみると、僕が雨宿りをしていた大木が雷に打たれて、大きく割れて倒れていた。,1132746,4468,NULL,NULL
NULL,html-keyboard-response,4,1204936,0.0-4.0,438363,control,2025/8/8 11:40,2025/8/8 12:00,debrief,NULL,3372,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,10,0.0-0.0,1533311,control,2025/8/8 11:39,2025/8/8 12:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3253,0.0-1.0,1533311,control,2025/8/8 11:39,2025/8/8 12:00,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,46850,0.0-2.0,1533311,control,2025/8/8 11:39,2025/8/8 12:00,main_task_inst_tl,Array,43596,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,3,1247852,0.0-3.0,1533311,control,2025/8/8 11:39,2025/8/8 12:00,writing_block,NULL,NULL,おばあさんとおじいさんが川に洗濯に行きました。そこへ桃が流れてきましたが、二人とも見逃してしまいました。ある日、二人の元へ少年が現れました。少年は私は桃太郎だと自慢げに名乗りましたが、おじいさんとおばあさんは意味がわかりません。少年は二人に桃太郎の絵本を読んだことがないのかと尋ねました。二人は首を横に振りました。仕方なく少年は桃太郎という絵本を取り出しおじいさんとおばあさんに読み聞かせを始めました。すると二人はたいそう感激して少年にお礼を言いました。そして少年にもっと他にも絵本を読んでほしいと頼みました。少年は仕方なく他の物語についても語ってあげました。語っているうちに少年は自分以外にも浦島太郎や金太郎などいろいろなヒーローがいることに気付かされました。少年はおじいさんとおばあさんに桃太郎と自慢げに名乗るのはやめようと決心し、太郎と名乗ることにしました。やがて少年は太郎としておじいさんとおばあさんの子供になり鬼退治に行く必要もなく平和に暮らしました。,1201001,8843,NULL,NULL
NULL,html-keyboard-response,4,1250957,0.0-4.0,1533311,control,2025/8/8 11:39,2025/8/8 12:00,debrief,NULL,3104,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,13,0.0-0.0,4758400,control,2025/8/8 11:40,2025/8/8 12:01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,4636,0.0-1.0,4758400,control,2025/8/8 11:40,2025/8/8 12:01,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,227672,0.0-2.0,4758400,control,2025/8/8 11:40,2025/8/8 12:01,main_task_inst_tl,Array,223036,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,3,1256222,0.0-3.0,4758400,control,2025/8/8 11:40,2025/8/8 12:01,writing_block,NULL,NULL,"都内の路上。
とある人気女優が、帰路へと着いていた。
そんな時、道端で弱った黒猫を見つける。
明日は休みということもあって、彼女は自宅に連れ帰って看病した。
その猫は見る見る元気になり、彼女は安堵して床に就いた。
翌朝、彼女が目覚めると、何と頭には猫の耳が、腰には尻尾が付いていた。
すると、昨日助けた黒猫が、元気に人間の言葉を使って説明をする。
何と、助けてくれた恩返しとして、彼女がかつて猫になりたいと雑誌では発言していたことを真に受け、猫に変身させたのだ。
これでは困ると言った彼女は、元に戻る方法を黒猫に聞く。
曰く、元に戻るためには、離れてしまった群れを探さなけば行けないのだそうだ。
翌日以降、一人と一匹は、群れ探しに出かける。
様々な道行く野良猫に聞いた結果、都内の自然公園の森に集まることが分かった。
一人と一匹は、その日の夜中、森へ行くと、その黒猫と同じ言葉を話す猫がたくさんいた。
早速、そこにいるボス猫に、元に戻して欲しいと頼む彼女。
するとボス猫は、『この群れの猫とプロレスで勝負して勝てたら戻してやる』と提案。
ボス猫の魔法により完全に猫の姿となった彼女は、相棒の黒猫と共に、その群れ一番のコンビとキャットファイトプロレスのタッグマッチをすることに。
生まれて初めてのプロレスに苦戦するも、二匹は友情パワーによって、見事必殺技を繰り出し、KO勝利を収めた。
ボス猫は彼女を賞賛。
約束通り、彼女を元に戻してくれた。
そして別れの時、彼女は黒猫と言葉を交わし、目が覚めると自室のベッドに居た。
変な夢を見てしまったと思う彼女。
しかし枕元には、群れ探しをする際に黒猫に付けていたスカーフが置かれていた。
ほんのり臭う猫の匂いは、彼女のそれが夢でなかったことを如実に表していた。
今日もまた、彼女は女優としての日常に戻る。しかし、その胸には不思議な冒険の余韻で満たされていた。",1028548,14092,NULL,NULL
NULL,html-keyboard-response,4,1259282,0.0-4.0,4758400,control,2025/8/8 11:40,2025/8/8 12:01,debrief,NULL,3059,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,8,0.0-0.0,6337447,control,2025/8/8 11:41,2025/8/8 12:01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,4525,0.0-1.0,6337447,control,2025/8/8 11:41,2025/8/8 12:01,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,124993,0.0-2.0,6337447,control,2025/8/8 11:41,2025/8/8 12:01,main_task_inst_tl,Array,120469,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,3,1149296,0.0-3.0,6337447,control,2025/8/8 11:41,2025/8/8 12:01,writing_block,NULL,NULL,"科学的なエビデンスとか、万人における再現性がどこまであるかはわからないんだけど、「身近なものを使って無料で楽しく遊んでいるうちに、自然に脳のワーキングメモリも鍛えられるなら最高じゃね？」という可能性について。

まず、用意するのは、ランダムな「4桁の数字」。個人的におすすめなのは、「現在時刻」とか「街中でパッと目に入った車のナンバープレート」とかかな。
これを「足す・引く・掛ける・割る」ことで、最終的に「10」を作る、という遊び。数字を使う順番は、任意で考えてもOK。

例えば「1457」だったら（※たまたま今見た、課題の残り時間の表示があと14分57秒だったので）、
1+4＝5、7-5＝2、5×2＝10
終わり。のような形でやる。

他の例えとしては、「4646」を10にする場合、
6×6＝36、36+4＝40、40÷4＝10
のような、大きめの掛け算・割り算が綺麗にハマる場合もあって、そういう時の爽快感は実にイイ。

ひとつの「4桁」から10を作る方法が複数通りある場合もあるが、どんなに頑張っても10を作れない組み合わせの「4桁」も存在する。

この遊びの応用問題として、ウチの弟が高校の数学教師に出題された問題が、
同じようなルールで「3838で24を作れ」という無理難題だったらしい。
この遊び大好きな兄弟全員で散々頭を捻ったことがあるけど、一向に24は作れなかった。
そんな時、ふと「子供人格」状態になって思いついた答えが、
『3を1個ひっくり返して、もう1個の3とくっつけて「でっかい8」にして、あとの8ふたつ足したら24だよ」というものだった。（文字だけでイメージ映像浮かぶだろうか？）

全員、「参りました」と大爆笑。これが鉛直思考と水平思考の違いであり、クイズ脳とパズル脳の違いってやつか…と、我ながら感心・納得したのである。
この答えは数学的には完全アウトだけど、パズル的には文句ナシの大正解である。自分で言うのもなんだけど、こいつはマジで「マインドワンダリングのプロ」だろ…

ちなみに、どうしてもすっきりしないので、AIに「3838→24」の答えを出してもらったことがある。

数学的に正しい解法によると、
8÷（3-（8÷3））＝24
ということになるらしい。

でもAI自身も、この答えの体感としての「気持ちよさ指数」は3ぐらい。「でっかい8」解答の気持ちよさ指数は100億ぐらい。つまり、脳内映像で浮かぶ直感と破壊力が段違いで、むしろ真の勝者は圧倒的にこっちだと言ってくれたことがある。

なんだかすごく自信を持ててしまった。安心して「僕の勝ちだ」と思っておこう。",1024302,4305,NULL,NULL
NULL,html-keyboard-response,4,1169160,0.0-4.0,6337447,control,2025/8/8 11:41,2025/8/8 12:01,debrief,NULL,19863,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,9,0.0-0.0,3922243,control,2025/8/8 11:40,2025/8/8 12:01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3925,0.0-1.0,3922243,control,2025/8/8 11:40,2025/8/8 12:01,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,37869,0.0-2.0,3922243,control,2025/8/8 11:40,2025/8/8 12:01,main_task_inst_tl,Array,33943,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,3,1237874,0.0-3.0,3922243,control,2025/8/8 11:40,2025/8/8 12:01,writing_block,NULL,NULL,"　目が覚めると、真っ白い何もない部屋にいた。
　自分がどうしてここにいるのかもよくわからない。
　今まで自分が何をしていたのか思い出そうとするが、頭に靄がかかったように記憶がぼんやりとしていた。

　しばらく部屋でぼーっとしていたが、ふと気が付くと部屋の真ん中に小さなテーブルがあった。
　先ほどまでは無かったはずなのに、と不思議に思いながら近づくと、テーブルの上には一枚の紙があった。


　「どうして」


　赤い文字でそれだけが書かれていた。
　なにがどうしてなのだろう？そして誰がこれを書いたのだろう。
　様々な疑問が湧き上がってくる。と同時になんだか胸騒ぎもする。

　しばしの間その紙を眺めていたが、ふと視線を上げると部屋の中に一つだけ扉が表れていた。
　何の変哲もない扉ではあったが、心の中ではなぜかその扉を開けてはいけないと強く警告されているような気がした。

　もう一度紙に視線を向ける。


　「どうして」


　赤くか細い字で書かれている。
　どうして。
　この字を見るととても胸がざわつく。

　しかしそうしていても部屋には何も変化はなく、一つため息をつくと、覚悟を決めて扉を開けてみることにした。


　扉をあけるとその先は真っ暗だった。
　かろうじて廊下であることはわかるが、何の明かりもなく、廊下の先がどうなっているのかもわからない。

　扉を開けたところで呆然と立ち尽くしていたが、ふと手からカサリと音がして我に返った。
　さきほどの紙をそのまま手に持っていたようだ。
　なんとなく嫌な感じはするが、それを手放す気にもなれず、紙を持って扉の先へと進むことにした。


　とても暗い廊下を壁に手を付きながらゆっくりと進む。
　ただ暗いだけで他の生き物の気配などはないが、なんだかひどく恐ろしい気持ちになる。


　「どうして」


　頭にあるのは紙に書かれたあの言葉。
　あの言葉が頭の中でぐるぐると回って離れない。
　どうして。
　ずっと考えていると頭がおかしくなりそうで、無理やり意識を廊下へと向ける。

　出てきた部屋はだいぶ後ろになってしまい、周囲はとても暗い。
　無機質な壁と床がとても冷たく感じる。

　非常にゆっくりと歩を進める。
　何かに足をつかまれているのではないかと思うぐらい、足が重かった。
　生き物の気配はないがとても嫌な感じがする。
　なぜこんなに不愉快な気持ちになるのだろう。


　「どうして」


　うるさい。黙れ。
　体には生ぬるいような風がまとわりつく。
　廊下をただゆっくりと進んでいくが、一体どこに向かっているのだろう。
　周りの空気が重く感じる。
　相変わらず先は真っ暗で何も見えない。
　最初にいた部屋はすでに遠く、周りに光源は無い。


　「どうして」


　黙ってくれ。
　体がひどく重い。
　背中に",1200003,2026,NULL,NULL
NULL,html-keyboard-response,4,1241778,0.0-4.0,3922243,control,2025/8/8 11:40,2025/8/8 12:01,debrief,NULL,3899,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,39,0.0-0.0,1919427,control,2025/8/8 11:41,2025/8/8 12:01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3897,0.0-1.0,1919427,control,2025/8/8 11:41,2025/8/8 12:01,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,41428,0.0-2.0,1919427,control,2025/8/8 11:41,2025/8/8 12:01,main_task_inst_tl,Array,37528,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,3,1174959,0.0-3.0,1919427,control,2025/8/8 11:41,2025/8/8 12:01,writing_block,NULL,NULL,"てつのりは長すぎた髪を切ろうと考え、いつも通っている美容院に行くことにした。
道中髪型をどうしようかと考えていたがどうにも考えまとまらず、頭の中は自然と今年の夏のことに。

猛暑日が続く中、おじいちゃんが死んだという報が届いたのは8月の中旬だった。
てつのりは幼少期から祖父祖母のもとに預けられて、それから高校を卒業するまではずっと彼らと一緒にいたのだ。
そのため、報が届いたときには近年会いに行けていなかったことや昔の思い出などが頭を巡り、てつのりは我を失うほど泣いた。

特に覚えているのは、おじいちゃんと一緒にプールに行った時のことだ。
てつのりがプールサイドから交尾をしながら飛んでいるトンボを眺めていると、女子更衣室から1人の男が走りながらでてきた。
男はそのままスピードを緩めることなく出口へと駆け抜けていくが、どこからか「変態！」という声が。
その声を聞いた瞬間、おじいちゃんは脱兎の如きスピードで変態を追いかけ、見事取り押さえたのだ。
てつのりはそれ以来、おじいちゃんのような人になりたいと考えていた。

そんなことを考えていると、いよいよ美容院の前に到着した。
てつのりはいよいよ迫られた決断に覚悟しながら扉を開ける。
そして、案内されるされるがままに椅子に座ると、スマホにあるおじいちゃんの遺影を見せ、「この髪型にしてください。」と美容師に告げた。
美容師は「かしこまりました。」と静かに髪を切り始めた。

カットが終わり、眠ってしまっていたてつのりは美容師に起こされ「いかがでしょうか？」と完璧におじいちゃんを模倣した髪型を見せられた。
てつのりは「襟足切り過ぎだ。」と怒ってその場をあとにした。",1133525,6670,NULL,NULL
NULL,html-keyboard-response,4,1176829,0.0-4.0,1919427,control,2025/8/8 11:41,2025/8/8 12:01,debrief,NULL,1867,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,59,0.0-0.0,3283357,control,2025/8/8 11:41,2025/8/8 12:02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,13952,0.0-1.0,3283357,control,2025/8/8 11:41,2025/8/8 12:02,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,80164,0.0-2.0,3283357,control,2025/8/8 11:41,2025/8/8 12:02,main_task_inst_tl,Array,66212,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,3,1280178,0.0-3.0,3283357,control,2025/8/8 11:41,2025/8/8 12:02,writing_block,NULL,NULL,"1702年、カリブ海のトルトゥーガの島。海賊たちがたむろする酒場に、ボロボロの男が入店してくる。その男に声をかける赤いバンダナの男。「おい、あんた、どうした？　ここらじゃ見ない顔だな。」
ボロボロの男は答える。「オレは、ドラゴン海賊団のレイヴ。あ、あんたは？」
赤いバンダナの男は「オレはミゲルだ。ドラゴン海賊団って言ったら、スペイン船の私掠船の連中だろ？そんな奴がここにいたら、他の海賊たちに殺されちまうぞ。」
「お、オレは確かにスペイン公認の私掠船の海賊だが、スペイン政府のやり方と汚職が気にくわなくてな。逆にスペインのスクーナー船を襲っているところを、スペイン政府の艦隊に襲撃をくらって、船は大破。オレは命からがら、この島に着いたってわけだ。」
ミゲルはレイヴがうその事を言っているのか本当のことを言っているのか見極めるようにその目を見つめて言った。
「あんたが言っていることが本当なら、助けてやってもいいぜ。オレは、モーゼス海賊団所属の海賊だ。ただし、俺たちの船に乗るってのなら、掟には従ってもらう。」
レイヴはその言葉をしっかりと聞いたうえで、即決するように言い放つ。
「あぁ。助けてくれるのであれば、もともとスペイン政府に反旗を翻した身だ。世話になるよ。オレは、ドラゴン海賊団の船長補佐だった。船の事はあらかたわかる。」
ミゲルはにやりと笑いレイヴに水を差しだし「よし、話はきまった。早速俺たちの船長、モーゼスに合わせてやるよ。」
レイヴはもらった水を飲み干し、ミゲルについていく。
船までの道中、レイヴが小さな声で尋ねる。
「なぁ、ミゲル、お前たちもカリブの涙を狙っているのか？」
ミゲル「…あんた、どこでその話を？確かに俺たちはカリブの涙を探しているが、ほとんど出回っていない情報だぜ。」
レイヴ「やっぱりか。オレはスペイン政府の私掠船にいたっていったろ？当然政府の連中も知っている話だからな。」
ミゲルは頷きながら言う。
「そうか。スペイン政府も知っているって事は、やはりあるんだな、カリブの涙。」
「あぁ。オレを助けてくれたあんた達が知っていようがいまいが、せめてもの礼として情報を提供しようと思ってな。」
ミゲルはレイヴの言葉を聞き「なるほどな。海賊家業は、情報も立派な価値を持つ。そのｚｙ」",1200012,7516,NULL,NULL
NULL,html-keyboard-response,4,1283542,0.0-4.0,3283357,control,2025/8/8 11:41,2025/8/8 12:02,debrief,NULL,3360,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>, 
1,preload,0,20,0.0-0.0,2172518,control,2025/8/8 11:44,2025/8/8 12:07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,7921,0.0-1.0,2172518,control,2025/8/8 11:44,2025/8/8 12:07,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,200478,0.0-2.0,2172518,control,2025/8/8 11:44,2025/8/8 12:07,main_task_inst_tl,Array,192555,NULL,NULL,NULL,NULL,NULL
